Gaston Lachaise,(American (born France) 1882–1935),Standing Nude, 1915–17/ cast  1925–27,49.70.223,N,
Fritz Koenig,(German/ born 1924),The Herd, 1958,1996.403.20,N,
Pat Lasch,(American/ born 1944),Self-Portrait : Renaissance Woman and Her Lover,1988,1988.372,N,
Accession Number: X.790, ,Ad Astra Per Aspera,,X.790,N,
Gladys Lewis Bush,(American/ Proberta/ California 1897–1954 Los Angeles/ California),Bust of Mark Twain (Samuel Clemens),1941,43.44,N,
Viola Frey,(American/ 1933–2004),Double Grandmothers with Black and White Dresses,1982,1991.281a-h,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Untitled (Blade),1961,2014.40.6,N,
Moïse Kisling,(French (born Poland)/ Kraców 1891–1953 Sanary-sur-Mer),Death Mask of Modigliani, 1920,1972.219,N,
Anthony Caro,(British/ New Malden/ Surrey 1924–2013 London),Period #28 from 1993 Hand-colored Paper Relief Sculptures,1993,2003.433.24,N,
Jean Ipousteguy,(French/ born 1920),The Arm,1966,1994.594,N,
Bing and Gröndahl,(Danish),Silenus (faun),1920s,23.176.2,N,
Robert Ingersoll Aitken,(American/ San Francisco 1878–1949 New York),George Bellows,1909; cast 1951,51.154,N,
John Angel,(America (born England)/ Newton Abbot/ Devon 1881–1960 Sandy Hook/ Connecticut),The Fall and The Redemption,1956,56.95.1/2,N,
Juan Hamilton,(American/ born Dallas/ Texas/ 1945),Fragment XO,1983,1983.540.2,N,
Anish Kapoor,(British (born India) 1954),Untitled,2007,2008.29,N,
Mary Frank,(American (born England)/ London/ 1933),Persephone,1989,1997.452a-f,N,
Jacques Lipchitz,(American (born Lithuania)/ Druskininkai 1891–1973 Capri),Seated Bather,1970–72/ after a plaster of 1917,1987.78,N,
Picq/ Césard and Guesdon, ,Easter Egg,1906,51.91.1,N,
Larry Mohr,(American/ 1921–2013),Purple Moon,1982,1982.184,N,
Karl Pavany-Illava,(American/ New York 1886–1954 Greenwich/ Connecticut),Satyr with Mermaid,1949 (?),64.167.16,N,
William Zorach,(American (born Lithuania)/ Jurbarkas (Eurburg) 1889–1966 Bath/ Maine),Kneeling Woman, 1950–59,1991.105,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male gnatcatcher),1954,63.214.8,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Bellerophon and Pegasus,1930,1988.416,774,
Mauritius Pfeiffer,(German/ Munich 1887–1957),Pierrot,first quarter 20th century,23.164,N,
Jo Davidson,(American/ 1883–1952),André Derain,1935,1982.511.2,N,
Karl Heinrich Gruppe,(American/ 1893–1982),BUILDING TOWARD UNITY / YOUTH OF THE SCOUT WORLD,1952,53.12.4,N,
William Zorach,(American (born Lithuania)/ Jurbarkas (Eurburg) 1889–1966 Bath/ Maine),Seated Cat,1937,37.121,N,
Chaim Gross,(American (born Austria)/ Wolow 1904–1991 Provincetown/ Massachusetts),Girl on Wheel,1940,42.14,N,
Reg Butler,(British/ 1913–1981),Torso,1955,1980.567,N,
Anne Arnold,(American/ born Melrose/ Massachusetts 1925),Jean's Legs II,1965,1978.225.1,N,
Jean Dunand,(French (born Switzerland)/ Lancy 1877–1942 Paris),Cobra, 1919,1970.198.7,N,
Georg John Lober,(American/ 1892–1961),FREDERIC IVES AWARD OF THE OPTICAL SOCIETY OF AMERICA,1928,28.213.1/2,N,
Umberto Boccioni,(Italian/ Reggio 1882–1916 Sorte),Antigraceful,1913/ cast 1950–51,1990.38.1,N,
Dorothy Doughty,(British/ 1893–1963),Bird (female Indigo Bunting),1942,63.214.4,N,
George Sugarman,(American/ 1912–1999),Venus Garden,1970,1985.81a-l,N,
Seymour Lipton,(American/ New York 1903–1986 Locust Valley/ New York),Pioneer,1957,58.61,N,
Koren Der Harootian,(American (born Armenia) 1909),Prometheus and Vulture,1948,48.142a-c,N,
Michael Tracy,(American/ born 1943),Altar of a Hummingbird,1989,1991.181,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Europa and the Bull,1922–24; cast 1924,69.131.13,774,
Toshiko Takaezu,(American/ Pepeeko/ Hawaii 1922–2011 Honolulu/ Hawaii),Untitled (Makaha Blue),1995–97,1998.305,N,
Fernand Léger,(French/ Argentan 1881–1955 Gif-sur-Yvette),Walking Flower, 1957–59,1992.411,N,
Herbert Haseltine,(American (born Italy)/ Rome 1877–1962 Paris),Suffolk Punch Stallion: Sudbourne Premier,after July 1923 –  1924; cast 1925,50.145.39,774,
Charles Biederman,(American/ 1906–2004),Work/ Number 52,1969,1985.174,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure (Standing Female Figure), 1935–46,1970.127.4,N,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Maquette: Spindle Piece,1968,1982.502.1,903,
Albino Manca,(American (born Italy)/ Tertenìa 1898–1976 New york),ARISTOTLE CONTEMPLATING THE BUST OF HOMER,1962,64.120.1,N,
Helen Britton,(Australian/ born Lithgow/ 1966),"Boxes and Components" Necklace,2010,2013.602.5,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Three Men Walking II,1949,1999.363.22,907,
David Saunders,(American/ born New York/ 1954),Pintail,1981,1983.588,N,
William Daley,(American/ born 1925),Prides Crossing January '85,1985,1998.287,N,
James Prestini,(American/ Waterford/ Connecticut 1908–1993 Berkeley/ California),Sculpture, 1940,1976.355.1,N,
Adolph Gottlieb,(American/ New York 1903–1974 New York),Petaloid-Negative,1968,1991.283,N,
Gifford MacGregor Proctor,(American/ New York 1912–2006 Wilton/ Connecticut),Medal,1953,53.148.2,N,
Carl Paul Jennewein,(American (born Germany) 1890–1978),FAME AND GLORY,1933,33.152.13/14,N,
Alison Saar,(American/ born Los Angeles/ California/ 1956),Sweeping Beauty,1997,1997.381a/ b,N,
Herbert Ferber,(American/ 1906–1991),Portrait of David Hare,1947,1996.76,N,
Mary Callery,(American/ 1903–1977),Flying Figures, 1953,1996.403.19,N,
Hugo Robus,(American/ 1885–1964),The General,1922,1996.539,N,
Choong-Sup Lim,(Korean),Coop II,1994,1995.517.5,N,
William Tucker,(American (born Egypt) 1935),Guardian II,1983,1986.428,N,
Edward Marshall Boehm,(American/ Baltimore/ Maryland 1912–1969),Percheron Stallion,1950,50.199.2,N,
John Horn,(American/ born 1957),Carving knife,1986,1992.207.3,N,
William King,(American/ born 1925),Acrobats,1949,1980.290.4,N,
Constantin Brancusi,(French (born Romania)/ Hobita 1876–1957 Paris),Sleeping Muse,1910,49.70.225,901,
Phillip Pavia,(American/ 1915–2005),The Market Place,1968,1982.507,N,
French/ 19th Century, ,Portrait sur socle,1936/ cast 1966,2002.456.152,N,
William Zorach,(American (born Lithuania)/ Jurbarkas (Eurburg) 1889–1966 Bath/ Maine),Untitled,1960,1986.410,N,
Julio Kilenyi,(American/ 1885–1959),First Trans-Atlantic Flight/ 1919,1919,19.170,N,
Jorge Michel,(Argentinian/ 1925–1991),Witness Three,1989,1989.399,N,
James Earle Fraser,(American/ Winona/ Minnesota 1876–1953 Westport/ Connecticut),Pan-American Exposition to Augustus Saint-Gaudens,1901,09.114b,N,
Charles Umlauf,(American/ 1911–1994),Horse,1953,55.180,N,
Ernest Trova,(American/ 1927–2009),FM/4741A,1969,1979.208,N,
Chaim Gross,(American (born Austria)/ Wolow 1904–1991 Provincetown/ Massachusetts),Lillian Leitzel,1938,42.172,N,
Maria Martins,(Brazilian/ 1900–1973),Saint Francis,1940,42.75,N,
Ralph Menconi,(American/  Union City/ New Jersey 1915–1972 Pleasantville/ New York),Liberty/Jefferson,,67.174.1/2,N,
Jean Tinguely,(Swiss/ 1925–1991),Narva,1961,2006.277a-fff,925,
Eleanor Platt,(American/ 1910–1974),Louis D. Brandeis,1911,42.184,N,
Frank Eliscu,(American/ born 1912),Nude Male Figure in Water,1964,65.20.1/2,N,
Gaetano Cecere,(American/ born 1894),There is no easy way from the earth to the stars,1933,33.152.15/16,N,
Pietro Montana,(American (born Italy)/ Alcamo 1890–1978),SAINT FRANCIS AND THE LEPERS,1957,57.73,N,
Maya Lin,(American/ Athens/ Ohio1959),Pin River-Hudson,2009,2013.1117,N,
Jim Dine,(American/ born Cincinnati/ Ohio/ 1935),The Crommelynck Gate with Tools,1983,1987.91ab,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Annette/ VI,1962,1981.491,N,
Monir Shahroudy Farmanfarmaian,(Iranian/ born Qazvin/ Iran 1924),Flight of the Dolphin,2010,2010.395,N,
Costantino Nivola,(American (born Italy)/ Orani 1911–1988 Long Island/ New York),Mother's Secret,1986,1989.179ab,N,
David Regan,(American/ born 1964),Yang Shao,1997,1998.284a-c,N,
Georg John Lober,(American/ 1892–1961),HANS CHRISTIAN ANDERSEN,1955,56.8,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Small Bust on Socle,1947,2002.456.134,N,
Reuben Nakian,(American/ College Point/ New York 1897–1986 Stamford/ Connecticut),Europa and the Bull/ with Cupid,1948,1980.290.3,N,
Balthus,(Balthasar Klossowski) (French/ Paris 1908–2001 Rossinière  ),Palette,1985,2002.456.125,N,
Alexander Archipenko,(American (born Ukraine)/ Kiev 1887–1964 New York),Female Torso, 1920,64.27.4,N,
Alexander Archipenko,(American (born Ukraine)/ Kiev 1887–1964 New York),The Gondolier,1914,64.2,N,
Carol Hepper,(American/ born 1953),Two Stroke Roll,1987–88,1990.301,N,
Abestenia Saint Leger Eberle,(American/ Webster City/ Iowa 1878–1942 New York),Girl Skating,1906,09.57,772,
John Ferren,(American/ Pendleton/ Oregon 1905–1970 Southampton/ New York),Untitled,1937,1980.579.2,N,
Jean Dunand,(French (born Switzerland)/ Lancy 1877–1942 Paris),Maquette, 1928,2002.172,N,
Pablo Picasso,(Spanish/ Malaga 1881–1973 Mougins/ France ),Jacqueline in a Flowery Straw Hat,1964,1985.233,N,
Joyce Kozloff,(American/ born Somerville/ New Jersey 1942),Pilaster,1979,1980.577.2,N,
Anne Ryan,(American/ Hoboken/ New Jersey 1889–1954 Morristown/ New Jersey),Huntress Walking, 1944,1985.173,N,
Donald Lipski,(American/ born 1947),The West,1987,1988.90a/ b,N,
John Ahearn,(American/ born Binghamton/ New York/ 1951),Salina,1982,1983.391,N,
Yves Klein,(French/ Nice 1928–1962 Paris),Blue Venus, 1961,1985.445,N,
Cecil Howard,(American (born Canada) 1888–1956),PEACE IS LIFE / WAR IS DEATH,1950,50.215.2,N,
Jackie Ferrara,(American/ born 1929),M237 JH1-AR Courtyard,1982,1983.501.4,N,
Ibram Lassaw,(American (born Egypt)/ Alexandria 1913–2003 East Hampton/ New York),Attendant,1963,1996.553,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Standing Figure, 1935–46,1970.127.6,N,
Janet de Coux,(American/ born 1904),Go to the Ant/ Thou Sluggar/ Consider Her Ways and Be Wise,1942,42.67.1/2,N,
Karl Heinrich Gruppe,(American/ 1893–1982),BUILDING TOWARD UNITY / YOUTH OF THE SCOUT WORLD,1952,53.12.3,N,
Henry Kreis,(American/ 1899–1963),Indian Summer,1937,42.175,N,
Gaston Lachaise,(American (born France) 1882–1935),Standing Woman,1912–15; cast 1930,1984.433.34,913,
Mahonri Mackintosh Young,(American/ Salt Lake City/ Utah 1877–1957 Norwalk/ Connecticut),Man with a Pick,1915/ cast 1918,18.107,774,
Peter Reginato,(American/ born 1945),Kingfish,1986,1987.226,N,
Kai Nielsen,(Danish/ Svendborg 1882–1924 Frederiksberg),Amphitrite,1924,46.94.2,N,
Dennis Oppenheim,(American/ Electric City/ Washington 1938–2011 New York),Gallery Structure #1,1967,1992.388.8,N,
Jo Davidson,(American/ 1883–1952),André Gide,1931,1982.511.3,N,
Heidi Bucher,(Swiss/ Winterthur 1926–1993 Brunnen),Kasten/ Perlmutterhaut, 1973-76,2014.518,N,
Richard Marquis,(American/ born Bumblebee/ Arizona/ 1945),American Acid Capsule with Cloth Container,1969–70,2006.515a/ b,N,
Margaret C. Grigor, ,COMMEMORATING THE STATEHOOD OF ALASKA AND HAWAII,1965,65.141.1/2,N,
Max Snischek,(German/ Dürnkrut 1891–1968 Hinterbrühl),Doll,1914–32,1987.133.3,N,
Betye Saar,(American/ born Los Angeles/ California 1926),Whitey's Way,1970–96,1997.355ab,N,
Dorothy Doughty,(British/ 1893–1963),Bird (female Baltimore Oriole),1938,61.253.4,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male cardinal),1937,60.180.9,N,
Dagobert Peche,(Austrian/ St. Michael im Lungau 1887–1923 Mödling bei Wein),Bird,1920,22.188ab,N,
Xavier Corberó,(Spanish/ born 1935),H. M. The King,1987–88,1990.142.1,N,
Louise Nevelson,(American (born Ukraine)/ Kiev 1899–1988 New York),Maquette for sculpture,,2007.49.72,N,
Chryssa,(American (born Greece)/ Athens 1933–2013),Neon Birds,1969,1981.492a-e,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male redstart),1935,60.180.1,N,
Aristide Maillol,(French/ Banyuls-sur-Mer 1861–1944 Perpignan ),Seated Woman,1900,1984.433.36,N,
Albert Laessle,(American/ Philadelphia/ Pennsylvania 1877–1954 Miami/ Florida),Turning Turtle,1905; cast 1917,17.63,774,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Liberian Dancer (mold for wax figure), 1937,68.131.2ab,N,
Gaston Lachaise,(American (born France) 1882–1935),Reclining Woman, 1910,68.91.7,N,
Sir Jacob Epstein,(British (born United States)/ New York 1880–1959 London),Relief: Obverse: Sun God (1910); Reverse: Primeval Gods (1933), 1910,1970.59,N,
Anne Truitt,(American/ 1921–2004),Goldsborough,1974,1975.425,N,
H.C. Westermann,(American/ Los Angeles/ California 1922–1981 Danbury/ Connecticut),Temporary Repair of a Damaged and Ill-Fated Spacecraft on a Hostile Planet,1969,1987.464,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Untitled (Pin),1961,2014.40.7,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Wrestlers,1915; cast probably 1916,27.21.1,774,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Untitled,1937,1990.38.41,N,
Charles Keck,(American/ New York 1875–1951 New York),In Honor of Dr. Pilcher,1916 (?),16.128,N,
Timothy Woodman,(American/ born 1952),Maquette for "Orpheus and Eurydice",1983,1996.443,N,
David Hare,(American/ New York 1917–1992 Jackson/ Wyoming),The Swan's Dream of Leda,1962,63.83a/ b,N,
Christo,(American/ born Gabrovo/ Bulgaria/ 1935),Wrapped Newspaper,1980–81,2012.208.4,N,
Father Dennis Leder,(American/ born 1946),Small Green Construction,1982,1983.590,N,
Jean Arp,(French (born Germany)/ Strasbourg 1886–1966 Basel),Man Seen by a Flower,1958,2006.32.2,903,
Gaston Lachaise,(American (born France) 1882–1935),Nude Woman with Upraised Arms, 1926,1984.433.32,903,
John Piper,(British/ Epsom/ Surrey 1903–1992 Fawley Bottom/ Buckinghamshire),Frieze, 1954,59.136.1,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Paderewski the Artist,1923,40.99,774,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),The Cat,1954,1999.363.24,907,
Whitfield Lovell,(American/ born 1959),Wise Like That,2000,2001.83a-c,N,
Julio Kilenyi,(American/ 1885–1959),FOR SERVICE FAITHFULLY RENDERED,1919,19.178.1/2,N,
René Buthaud,(French/ Saintes 1886–1986 Bordeaux),Statuette, 1935,1993.237.1,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),The Civic Forum Medal,1914,14.107,N,
Albino Manca,(American (born Italy)/ Tertenìa 1898–1976 New york),EAST COAST MEMORIAL,1963,64.120.3,N,
Royal Worcester, ,Bird (male chickadee),1938,60.180.7,N,
Hermann Haller,(Swiss/ 1880–1950),Bust with Hands,,1984.433.28,N,
Elizabeth Catlett,(Mexican (born United States)/ Washington/ D.C. 1915–2012 Cuernavaca),Woman Fixing her Hair,1993,1993.217,N,
Anthony Caro,(British/ New Malden/ Surrey 1924–2013 London),"Minoan",1990–91,2002.485a/ b,N,
Wilhelm Lehmbruck,(German/ Duisburg 1881–1919 Berlin),Small Female Torso,1910–11,1973.313,914,
José de Creeft,(American (born Spain)/ Guadalajara 1884–1982 New York),Emerveillement,1941,41.184,N,
Anthony Caro,(British/ New Malden/ Surrey 1924–2013 London),Veduggio Glimpse,1972–73,1986.440,N,
James Biederman,(American/ born 1947),Untitled,1982,1984.35,N,
Seymour Lipton,(American/ New York 1903–1986 Locust Valley/ New York),Flood,1937,1986.276.1,N,
Albert Stewart,(American (born England)/ London 1900–1965),PEACE,1936,36.132.1/2,N,
Alexander Liberman,(American (born Ukraine)/ Kiev 1912–1999 Miami/ Florida),Untitled,1959,1978.567.7,N,
Stuart Benson,(American/ 1877–1949),The Woman from Siberia,1938,39.36,N,
Ginetta Martinez,(British/ born 1953),Still Life,1984,1985.49.2,N,
Dennis Evans,(American/ born 1946),Box for Skirr,1978,1983.193,N,
Albert W. Wein,(American/ New York 1915–1991 Valhalla/ New York),IN THE BEGINNING GOD CREATED THE HEAVEN AND THE EARTH / AND GOD SAW EVERYTHING THAT HE HAD MADE AND BEHOLD IT WAS VERY GOOD,1951,51.101.2,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male Indigo Bunting),1942,63.214.3,N,
Tom Butter,(American/ born 1952),J.D.,1983,1984.115,N,
Sharon Quasius,(American/ born 1948),Washington Crossing the Delaware,1982,1983.33,N,
James Earle Fraser,(American/ Winona/ Minnesota 1876–1953 Westport/ Connecticut),New Frontiers,1952,53.12.1/2,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),The Forest (Composition with Seven Figures and a Head),1950,2006.32.18,N,
Mika Mikoun,(Polish/ born Warsaw/ 1886),Venus,1929,67.187.47,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure,1935–46,1970.127.7,N,
Jean-Gabriel Chauvin,(French/ 1889–1976),The Sacred Flame, 1929,1991.78,N,
Boaz Vaadia,(Israeli/ born 1951),Shani,1986,1987.44ab,N,
Edward Marshall Boehm,(American/ Baltimore/ Maryland 1912–1969),Hereford Bull,1950,50.199.1,N,
Claes Oldenburg,(American/ born Stockholm/ 1929),Soft Calendar for the Month of August,1962,2006.32.49,924,
John Bernard Flannagan,(American/ 1895–1942),Wildcat, 1926–30,67.187.162,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Centaur and Dryad,1909–1913; cast 1913–14,14.61,774,
Barry Ledoux,(American/ born 1947),Fate/ Eros/ Sleep/ Night,1982–85,1986.231a-j,N,
Antoine Pevsner,(French (born Russia) 1886–1962),Fresco/ Fauna of the Ocean,1944,1990.38.42,N,
Thomas Wilfred,(American (born Denmark) 1889–1968),Lumia/ Counterpoint in Space/ opus 146,1956,60.185,N,
Ruth Duckworth,(American (born Germany)/ 1919–2009),Untitled,1998,1998.288,202,
Gunnar Theel,(German/ born 1941),Enibas,1992,1993.216,N,
Douglas Hoagg,(American/ born 1954),Wedge,1985,1987.210,N,
Lotti Hahn, ,Doll,1914–32,1987.133.2,N,
Steve Wood,(American/ born 1949),Alchemy,1989,1993.208,N,
Ellen Driscoll,(American/ born 1953),Lost Geography,1987,1997.161ab,N,
Thomas Patti,(American/ born Pittsfield/ Massachusetts 1943),Burgundy Lumina Starphire with Green,1992,1997.485,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Mother and Child, 1935–46,1970.127.3,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Seated Figure/ Right Hand on Ground,1908,2002.456.118,N,
Vicken Von Post,(American (born Sweden)/ Stockholm 1886–1940),The Secret,1920s,25.81,N,
Masami Kodama,(Japanese/ born 1933),Cube in Sheet,1980,1983.350,N,
James Prestini,(American/ Waterford/ Connecticut 1908–1993 Berkeley/ California),Sculpture,1939–42,1976.355.2,N,
James Earle Fraser,(American/ Winona/ Minnesota 1876–1953 Westport/ Connecticut),Pan-American Exposition to Augustus Saint-Gaudens,1901,09.114a,N,
Ed Rossbach,(American/ Chicago 1914–2002 Berkeley/ California),Happy Days,1991,1998.375,N,
Alexander Archipenko,(American (born Ukraine)/ Kiev 1887–1964 New York),The Past,1926,1983.24.3,N,
Charles Keck,(American/ New York 1875–1951 New York),FOUNDING OF NEW YORK STATE GOVERNMENT/ 1777,1927,27.208,N,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Reclining Figure/ No. 4,1954–55,1995.600,903,
Rene Paul Chambellan,(American/ 1898–1955),In Triumph Shall Wave,1945,45.112.1/2,N,
Dorothy Doughty,(British/ 1893–1963),Birds (two gnatcatchers),1954,63.214.7,N,
Christopher Wilmarth,(American/ Sonoma/ California 1943–1987 Brooklyn/ New York),Baptiste Longing/ Number 3,1983–84,1986.286a-c,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Ni Polog,1931,34.40.1,774,
Eduardo Paolozzi,(British/ 1924–2005),Figure,1957,1996.439,N,
Katsura Funakoshi,(Japanese/ born 1951),Number of Words Unarrived  (Anthony Caro),1991,1992.21,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Standing Woman,1946,2002.456.155,N,
Simon Leung,(American/ born 1964),Approaching,1994,1995.42h,N,
Amedeo Modigliani,(Italian/ Livorno 1884–1920 Paris),Woman's Head,1912,1997.149.10,911,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),DIONYSUS,1930,33.152.3/4,N,
Jo Davidson,(American/ 1883–1952),H. G. Wells,1930,1982.511.9,N,
Dove Bradshaw,(American/ born New York/ 1949),Performance,1976,2007.530a/ b,N,
Xavier Corberó,(Spanish/ born 1935),H. M. The Queen,1987–88,1990.142.2,N,
Gaston Lachaise,(American (born France) 1882–1935),Knees,1933; cast 1946,67.187.171,N,
Dorothy Doughty,(British/ 1893–1963),Bird (female redstart),1935,60.180.2,N,
William Crozier,(American/ born 1942),A Portrait of My Friend Robert C. Scull,1976,1978.81,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male Indigo Bunting),1930,61.253.5,N,
Rudulph Evans,(American/ 1878–1960),Maude Adams,1906; cast after 1906,1987.463.4,N,
Constantin Brancusi,(French (born Romania)/ Hobita 1876–1957 Paris),Bird in Space,1923,1996.403.7ab,913,
Harvey K. Littleton,(American/ 1922–2013 Spruce Pine/ North Carolina),Amber Crested Form,1976,1978.438,N,
Nancy Fried,(American/ born 1945),Still the Nightmare,1987,1988.318,N,
Menashe Kadishman,(Israeli/ born 1932),The Shepherd Boy,1987,1989.83,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),A Modern Crusader,1918,18.122,774,
Chakaia Booker,(American/ born Newark/ New Jersey/ 1953),Raw Attraction,2001,2001.413,N,
Laura Gardin Fraser,(American/ 1889–1966),HUNTER AND DOG AND RUFFED GROUSE,1930,33.152.1/2,N,
Gaston Lachaise,(American (born France) 1882–1935),Scofield Thayer,1923; cast 1924,1984.433.31,N,
Reuben Nakian,(American/ College Point/ New York 1897–1986 Stamford/ Connecticut),Europa and the Bull, 1964,1984.567,N,
Joel Perlman,(American/ born 1943),Maquette for "Square Tilt",1983,1989.181,N,
Ron Nagle,(American/ born San Francisco/ 1939),Contessa,1983,1997.416.1,N,
Herbert Ferber,(American/ 1906–1991),Homage to Piranesi II,1962–63,65.245,N,
Umberto Boccioni,(Italian/ Reggio 1882–1916 Sorte),Unique Forms of Continuity in Space,1913,1990.38.3,908,
Wilhelm Hunt Diederich,(American (born Hungary)/ Szent-Grot 1884–1953 Tappan/ New York),Fighting Goats, 1936,55.103,774,
Michael Lantz,(American/ born 1908),JOHN AND SALOME,1948,48.116.1/2,N,
Edmond Amateis,(American (born Italy)/ Rome 1897–1981 Clermont/ Florida),The Doves Elect a Hawk Their King,1940,40.95.1/2,N,
Jaime Suárez,(American (born Puerto Rico) 1946),Of Ritual: Wall,1987,1988.196,N,
Harry Dickinson Thrasher,(American/ Plainfield/ New Hampshire 1883–1918 France),Young Duck, 1914–16; cast 1918,18.120,774,
Nina Katchadourian,(American/ born 1968),Salt and Pepper Shakers,2007,2008.548a–e,N,
Robert Murray,(Canadian/ born 1936),Maquette for Chilkat,1976–77,2004.394,N,
Gaston Lachaise,(American (born France) 1882–1935),Standing Woman, 1906–12,68.91.6,N,
Charles Vyse,(British/ Milton/ Staffordshire 1882–1971 Deal/ Kent),"Lavender Girl" Statuette,first quarter 20th century,23.113,N,
Dorothy Doughty,(British/ 1893–1963),Birds (male and female kinglets),1951,63.214.14,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Female Head, 1908,1992.211,N,
Deborah Butterfield,(American/ born 1949),Vermillion,1989,1991.424,N,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Maquette: Square Form with Cut,1969,1982.502.2,N,
Georges Braque,(French/ Argenteuil 1882–1963 Paris),The Chariot,1934/ cast 1953,67.187.49,N,
Mary Callery,(American/ 1903–1977),Georgia O'Keeffe,1946,1980.273,N,
Lynn Chadwick,(British/ 1914–2003),Untitled 1957/ number 232,1957,2007.49.26,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure, 1935–46,1970.127.10,N,
Gladys Edgerly Bates,(American/ born 1896),Morning,1935,42.174,N,
Bruno Lucchesi,(Italian/ born 1926),Conversation,1972,1999.374,N,
Herbert Ferber,(American/ 1906–1991),To Fight Again,1940,42.178,N,
Dana Zámecniková,(Czech/ born Prague/ 1945),Reclining,1995,2000.425a-f,N,
Max Weber,(American (born Russia)/ Bialystok 1881–1961 Great Neck/ New York),Figure in Rotation,1917; enlarged 1947–48;  cast ca 1947–48,1994.341.5,N,
Chaim Gross,(American (born Austria)/ Wolow 1904–1991 Provincetown/ Massachusetts),Young Girl,1926,1984.402,N,
Kohei Nakamura,(Japanese/ born Kanazawa/ 1948),Resurrection,1993,1998.283ab,N,
Adlai S. Hardin,(American/ 1901–1989),NATIVITY,,61.83.1/2,N,
Boris Blai,(American (born Russia) 1893–1985),Triangle Girl, 1928,1983.176,N,
Max Snischek,(German/ Dürnkrut 1891–1968 Hinterbrühl),Doll,1914–32,1987.133.1,N,
Dominick Labino,(American/ 1910–1987),Emergence in Polychrome,1977,1977.473,N,
Morison S. Cousins,(American/ 1934–2001),Zuppa a Noci (Soup to Nuts)
Prototype/ produced in limited edition of 20,1991,1992.416.2,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Pavlova Gavotte,1918,26.105,N,
Gaston Lachaise,(American (born France) 1882–1935),Antoinette Kraushaar,1923,1995.514,N,
Melvin Edwards,(American/ born 1937),Ready Now Now,1988,1991.202,N,
Dorothy Doughty,(British/ 1893–1963),Bird (male Baltimore Oriole),1938,61.253.3,N,
Erwin Eisch,(German/ born 1927),Hommage à Picasso:  Blind and Lost,1985,1998.536,N,
Thomas G. Lo Medico,(American/ 1904–1985),PURSUIT OF HAPPINESS,1948,49.5.1/2,N,
Donald Richard Miller,(American/ Erie/ Pennsylvania 1925–1989),PENTAGONAL MEDAL,1967,68.74.1/2,N,
Anthony Caro,(British/ New Malden/ Surrey 1924–2013 London),Untitled #41 from 1982 Paper Relief Sculptures,1982,2003.433.23,N,
Brenda Putnam,(American/ Minneapolis/ Minnesota 1890–1975 Concord/ New Hampshire),THE FLIGHT,1941,42.143.1/2,N,
Lynda Benglis,(American/ born Lake Charles/ Louisiana/ 1941),Tres Memoria,1969–70/2010,2011.92,915,
Albino Manca,(American (born Italy)/ Tertenìa 1898–1976 New york),VATICAN PAVILLION,1964,64.120.2,N,
John Duff,(American/ born 1943),Irregular Column,1984,1985.179,N,
